title,artist,album,isrc,isFound
"Episode 666","In Flames",Whoracle,DED839739009,1
"Iceblink Luck","Cocteau Twins","Heaven Or Las Vegas (Remastered)",GBAFL9000038,1
"Hot Dreams","Timber Timbre","Hot Dreams",CAAA11308802,1
"Fuck a Swisher","Smokepurpp, Xavier Wulf","Up Now Fuck Next",QM4DW1720554,1
"Rag Round My Skull",$uicideBoy$,"7th Or St. Tammany",QM8DG1600603,1
"If You Pray Right",BROCKHAMPTON,GINGER,USRC11902090,1
"Big Boy",BROCKHAMPTON,GINGER,USRC11902226,1
"Heaven Belongs to You",BROCKHAMPTON,GINGER,USRC11902223,1
"Victor Roberts",BROCKHAMPTON,GINGER,USRC11902228,1
Sugar,BROCKHAMPTON,GINGER,USRC11901564,1
"BOY BYE",BROCKHAMPTON,"BOY BYE",USRC11902197,1
GINGER,BROCKHAMPTON,GINGER,USRC11902225,1
"No Halo",BROCKHAMPTON,GINGER,USRC11901985,1
"DEARLY DEPARTED",BROCKHAMPTON,GINGER,USRC11902162,1
"Love Me for Life",BROCKHAMPTON,GINGER,USRC11902227,1
"I Been Born Again",BROCKHAMPTON,GINGER,USRC11902080,1
"ST. PERCY",BROCKHAMPTON,GINGER,USRC11902224,1
"Rover 2.0 (feat. 21 Savage)","BlocBoy JB","Rover 2.0 (feat. 21 Savage) - Single",USUYG1189281,1
"SHAKE 88 (feat. Sam Sneak)","Denzel Curry",ZUU,USC4R1902712,1
Life,Cherub,"Bleed Gold, Piss Excellence",USSM11607254,1
"Put It On Her","Big Grams","Big Grams",USSM11507252,1
"Miss Primetime","Big Gigantic","Brighter Future",USA2P1666274,1
Friday,"Dae Zhen",Friday,QM2PV1574106,1
"Down 4 So Long",J.Price,"Down 4 So Long",QM4DW1634460,1
"Love Yourself","Rome Fortune, Toro Y Moi","Toro Y Rome Vol. 1",USLD91719576,1
"Spendin' (feat. Gucci Mane)",iLoveMakonnen,"Spendin' (feat. Gucci Mane) - Single",USWB11803301,1
"Ice In My Veins",Wintertime,Wintertime,QM24S1701092,1
Hurtboyz,"Larry League",3200,USUYG1141463,1
"I Was On One, I Can't Lie","Rome Fortune","Beautiful Pimp II",USLD91719552,1
"You Don’t Know What Love Is (You Just Do as You're Told)","The White Stripes","Icky Thump",USWB10701406,1
"The Press Corpse",Anti-Flag,"For Blood And Empire",USRC10503702,1
"Kool Thing","Sonic Youth",Goo,USGF19029704,1
Faint,"Linkin Park",Meteora,USWB10300468,1
"Still Waiting","Sum 41","Does This Look Infected?",USIR20200792,1
"Drinks On Us","Mike WiLL Made-It, The Weeknd, Swae Lee, Future","Drinks On Us",USUM71501876,1
"Fine China","Future Juice WRLD","Future & Juice WRLD Present... WRLD ON DRUGS",USSM11808143,1
"Grillz - Dirty","Nelly, Paul Wall, Ali Gipp",Sweatsuit,USUM70505024,1
"Leflaur Leflah Eshkoshka","Da Rockness Monstas, Heltah Skeltah, O.G.C., Illa Noyz, Louieville Sluggah, The Representativz Vinia Mojica",Nocturnal,USPO10700186,1
"That Far",6LACK,"That Far",USUM71704921,1
Roses,"SAINt JHN","Collection One",TCACP1693236,1
Outlet,Desiigner,"Outlet - Single",USUM71701006,1
"Gettin' Old",6LACK,"FREE 6LACK (Bonus Track Version)",USUG11601111,1
Heaven,"Emeli Sandé","Our Version of Events",GBAAA1100192,1
"Shook Ones, Pt. II","Mobb Deep","The Infamous",USRC19401295,1
"X Gon' Give It to Ya",DMX,"The Definition of X: Pick Of The Litter",USDJ20201342,1
"Shortie Like Mine","Bow Wow, Chris Brown, Johnta Austin","Playlist: The Very Best Of Bow Wow",USSM10600952,1
"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,"Sincerely, Tokyo",QMRSZ1800848,1
"Chewing Gum","Blood Orange, A$AP Rocky, Project Pat","Negro Swan",GBCEL1800405,1
"Straight Jackets","Control Top","Covert Contracts",QM4TX1929189,1
"Pure Desire","Sheer Mag","Need to Feel Your Love",QM6MZ1721723,1
"Tied Up in Nottz","Sleaford Mods","Divide and Exit",UK6JK1400002,1
Angie,Shame,"Songs of Praise",USJ5G1814410,1
Concrete,Shame,"Songs of Praise",USJ5G1814402,1
"You Let My Tyres Down","Tropical Fuck Storm","A Laughing Death in Meatspace",AUHZM1800005,1
"Chameleon Paint","Tropical Fuck Storm","A Laughing Death in Meatspace",AUHZM1800007,1
Cornflake,"Psychedelic Porn Crumpets","High Visceral, Pt. 1",TCACL1686191,1
"Marmalade March","Psychedelic Porn Crumpets","High Visceral, Pt. 1",TCACL1686193,1
Buzz,"Psychedelic Porn Crumpets","High Visceral, Pt. 2",TCACZ1794512,1
"Dependant on Mary","Psychedelic Porn Crumpets","High Visceral, Pt. 2",TCACZ1794517,1
"Cubensis Lenses","Psychedelic Porn Crumpets","High Visceral, Pt. 1",TCACL1686192,1
"Surf's Up","Psychedelic Porn Crumpets","High Visceral, Pt. 1",TCACL1686197,1
"Denmark / Van Gogh & Gone","Psychedelic Porn Crumpets","High Visceral, Pt. 1",TCACL1686201,1
"Social Candy","Psychedelic Porn Crumpets","And Now for the Whatchamacallit",GBKPL1818269,1
"All Good","Blac Rabbit","Blac Rabbit",QZ5AB1820559,1
Cyboogie,"King Gizzard The Lizard Wizard","Fishing For Fishies",AUTZK1800043,1
"Real's Not Real","King Gizzard The Lizard Wizard","Fishing For Fishies",AUTZK1800040,1
"This Thing","King Gizzard  The Lizard Wizard","Fishing For Fishies",AUTZK1800041,1
"The Bird Song","King Gizzard  The Lizard Wizard","Fishing For Fishies",AUTZK1800037,1
"Planet B","King Gizzard The Lizard Wizard","Infest The Rats' Nest",AUTZK1900026,1
"Mars For The Rich","King Gizzard The Lizard Wizard","Infest The Rats' Nest",AUTZK1900038,1
"Organ Farmer","King Gizzard The Lizard Wizard","Infest The Rats’ Nest",AUTZK1900039,1
Self-Immolate,"King Gizzard The Lizard Wizard","Infest The Rats' Nest",AUTZK1900044,1
Superbug,"King Gizzard The Lizard Wizard","Infest The Rats' Nest",AUTZK1900040,1
"Venusian 1","King Gizzard  The Lizard Wizard","Infest The Rats' Nest",AUTZK1900041,1
"Cutting My Fingers Off",Turnover,"Peripheral Vision",QMCE71300245,1
"Dead and Gone","State Champs","Living Proof",USSTT1700207,1
"Happy Judgement Day","Neck Deep","Where Do We Go When We Go/Happy Judgement Day",USHR21779002,1
Cherry,"Moose blood","I'll Keep You In Mind, From Time to Time",USZZ81310262,1
Covet,Basement,Colourmeinkindness,USQU71206102,1
"There, There","The Wonder Years","The Greatest Generation",USHR21266011,1
"In the Middle of It All",Citizen,"As You Please",QMCE71301471,1
"The Summer",Citizen,Youth,USQU71308803,1
Aliens,Fleece,Scavenger,TCACG1501737,1
"Can’t You See",FIDLAR,"Almost Free",USQE91500679,1
"By Myself",FIDLAR,"By Myself",USQE91500680,1
Flake,FIDLAR,"Almost Free",USQE91500681,1
"Pick These Hoes Apart (feat. Kodak Black, Jeezy & French Montana)","DJ Khaled, Kodak Black, Jeezy, French Montana","Major Key",USSM11605483,1
Alcohol,FIDLAR,"Almost Free",USQE91500511,1
"Called You Twice (feat. K.Flay)","FIDLAR, K.Flay","Almost Free",USQE91500685,1
"Too Real",FIDLAR,"Almost Free",USQE91500652,1
Nuke,FIDLAR,"Almost Free",USQE91500686,1
Tasteless,Shame,"Songs of Praise",USJ5G1814405,1
Friction,Shame,"Songs of Praise",USJ5G1814408,1
Lampoon,Shame,"Songs of Praise",USJ5G1814409,1
Moon,Turnstile,"Time & Space",NLA321700346,1
Generator,Turnstile,"Time & Space",NLA321700344,1
"I Don't Wanna Be Blind",Turnstile,"Time & Space",NLA321700347,1
Bodys,"Car Seat Headrest","Twin Fantasy",USMTD1710364,1
"Sober to Death","Car Seat Headrest","Twin Fantasy",USMTD1710362,1
"Crash Test Rating","Remo Drive","Greatest Hits",QMEZE1708938,1
Strawberita,"Remo Drive","Greatest Hits",QMEZE1708942,1
"Trying 2 Fool U","Remo Drive","Greatest Hits",QMEZE1708944,1
"Yer Killin' Me","Remo Drive","Greatest Hits",QMEZE1708945,1
"I'm My Own Doctor","Remo Drive","Greatest Hits",QMEZE1708947,1
"Dark Days",PUP,PUP,USA6G1454106,1
Reservoir,PUP,PUP,USA6G1454102,1
"Morbid Stuff",PUP,"Morbid Stuff",QMRSZ1802744,1
Kids,PUP,"Morbid Stuff",QMRSZ1802745,1
"Free at Last",PUP,"Free at Last",QMRSZ1802746,1
"See You at Your Funeral",PUP,"Morbid Stuff",QMRSZ1802747,1
"Scorpion Hill",PUP,"Morbid Stuff",QMRSZ1802748,1
"Sibling Rivalry",PUP,"Morbid Stuff",QMRSZ1802751,1
Spoiled,Basement,Colourmeinkindness,USQU71206103,1
Pine,Basement,Colourmeinkindness,USQU71206104,1
"Bad Apple",Basement,Colourmeinkindness,USQU71206105,1
Breathe,Basement,Colourmeinkindness,USQU71206106,1
Control,Basement,Colourmeinkindness,USQU71206107,1
Black,Basement,Colourmeinkindness,USQU71206108,1
Comfort,Basement,Colourmeinkindness,USQU71206109,1
Wish,Basement,Colourmeinkindness,USQU71206110,1
Whole,Basement,Colourmeinkindness,USQU71206101,1
"O Let's Do It (feat. Cap)","Waka Flocka Flame","Flockaveli (Deluxe Version)",USWB10904980,1
Digits,"Young Thug","Slime Season 3",USAT21601059,1
"Sura miner","Arvid Lundquist","Sura miner",SEYQH1900201,1
"Money Folder (Four Tet Remix)",Madvillain,"Four Tet Remixes",US2S70502003,1
Prayers,MIKE,"War in my Pen",QZES91833571,1
"Flat Tummy Tea","Freddie Gibbs, Madlib",Bandana,USRC11900146,1
"The Mint","Earl Sweatshirt","Some Rap Songs",USQX91802513,1
"Coul as a Ghoul","The Voidz","Coul as a Ghoul",USRC11800133,1
"Puff Daddy",JPEGMAFIA,"Puff Daddy",QZD5H1800039,1
"Can't Kick Up The Roots","Neck Deep","Life's Not Out To Get You",USHR21579003,1
"If I'm Lucky","State Champs","The Acoustic Things",USSTT1400238,1
"December (again) [feat. Mark Hoppus]","Neck Deep",December,USHR21679012,1
Nerve,"The Story So Far",Nerve,USSTT1500085,1
Strangers,"Trash Boat","Nothing I Write You Can Change What You've Been Through",USHR21692001,1
"I Don't Like Who I Was Then","The Wonder Years","I Don't Like Who I Was Then",USHR21566004,1
"Hidden Love",Expire,"With Regret",US2Y71624203,1
"Things I Can't Change","The Story So Far","What You Don't See",USSTT1300001,1
"Empty Space","The Story So Far","What You Don't See",USSTT1300006,1
"Out of It","The Story So Far","Proper Dose",USSTT1700248,1
Elevated,"State Champs","The Finer Things",USSTT1300033,1
"Navy Blue","The Story So Far","Songs Of",USSTT1400165,1
"The Night I Drove Alone",Citizen,Youth,USQU71308806,1
"I Would Hate You If I Could",Turnover,"Peripheral Vision",QMCE71300254,1
Knuckles,"Moose Blood",Knuckles,USHR21610303,1
Criminal,"State Champs","Living Proof",USSTT1700204,1
Rare,"Man Overboard","Man Overboard",USEK71114201,1
"Hello Euphoria",Turnover,"Peripheral Vision",QMCE71300248,1
"Passing Through A Screen Door","The Wonder Years","The Greatest Generation",USHR21266012,1
Stone,"Born Without Bones",Baby,TCABP1320373,1
Sleep,Citizen,Youth,USQU71308804,1
"Falling in Love Again","Joyce Manor","Never Hungover Again",USEP41408002,1
"A Part Of Me (feat. Laura Whiteside)","Neck Deep","Rain In July",USHR21479005,1
"Something Wonderful",Seaway,Vacation,USSTT1700098,1
"Sunshine Type",Turnover,"Good Nature",QMCE71301447,1
"My Lucky #3","Mat Kerekes","Luna & the Wild Blue Everything",US3X59800703,1
"Take My Head",Turnover,"Peripheral Vision",QMCE71300252,1
"All You Are Is History","State Champs","Around The World and Back",USSTT1500134,1
"Knuckles (Acoustic)","Moose Blood","Stay Beautiful",USHR21610317,1
Frozen,"State Champs","Living Proof",USSTT1700205,1
"Sister Cities","The Wonder Years","Sister Cities",USHR21766011,1
Lightning,"State Champs","Living Proof",USSTT1700208,1
"Sit Ups","Pouya, Boobie Lootaveli","Sit Ups",TCADW1802218,1
Ivy,"Frank Ocean",Blonde,QZ5C81600002,1
Heartstrings,"Remo Drive","Pop Music",USEP41804003,1
"Champion of Death",$uicideBoy$,"Radical $uicide - EP",QM8DG1601024,1
"The Flower of Carnage","Meiko Kaji","OST Kill Bill",,1
"Rocky Raccoon (Remastered)","The Beatles","The Beatles",GBAYE0601656,1
Snakes,"City Fidelia, Eva Shaw, Db Bantino",Snakes,TCADY1803645,1
QUEER,BROCKHAMPTON,"SATURATION II",USUYG1156284,1
"The Chase","Anderson .Paak",Oxnard,ZZOPM1800710,1
"Passenger (feat. King Mez & Ray Wright)","Azizi Gibson","Memoirs of the Reaper",USYBL1700574,1
"Flying High","Travis Scott","Rodeo (Deluxe Version)",USSM11506737,1
"High and Lonesome","Jimmy Reed","Ain't That Lovin' You Baby",DELV41800765,1
TEETH,BROCKHAMPTON,"SATURATION II",USUYG1156286,1
Millennium,OutKast,"Original Album Classics",USLF20400090,1
"Everybody Dies in Their Nightmares",XXXTENTACION,17,USUYG1156894,1
"Family Home","Kirin J Callinan, Finn Family",Bravado,AUUM71700056,1
"You Are A Tourist","Death Cab for Cutie","Codes and Keys",USAT21100467,1
"Hot Head","Death Grips","Bottomless Pit",USUG11600219,1
"Dead Time","Kodak Black","Project Baby",USUYG1069641,1
Daydreaming,Radiohead,"Daydreaming - Single",GBBKS1600072,1
Hyenas,"Bankroll Mafia","Bankroll Mafia",USUYG1099912,1
"1400/999 Freestyle","Trippie Redd","A Love Letter To You 3",QMEU31819746,1
"Still Cold / Pathway Private","Night Lovell","Red Teenage Melody",QM4DW1763561,1
"Nothin' At All (feat. Skoolie 300)",Chuuwee,"Amerikkas Most Blunted",USDHM1404439,1
"Rise Up",Foxygen,Hang,US38Y1730108,1
"Drip Too Hard","Lil Baby Gunna","Drip Harder",USUG11801811,1
Wings,"Vic Mensa, Pharrell Williams, Saul Williams","The Autobiography",QMJMT1701288,1
"A Fine Day to Die",Emperor,"In the Nightside Eclipse",GBADD0403009,1
Anthrazit,"AES DANA",Perimeters,USA2P1116786,1
"Livin' in the Projects","Lil Scrappy","Bred 2 Die Born 2 Live (Explicit Version)",USRE10603104,1
"Songs of Old","Jesca Hoop","Memories Are Now",USSUB1617506,1
"Break Free","Matthew Santos","This Burning Ship of Fools",TCAAR1041309,1
"Runaway (feat. Pusha T)","Kanye West Pusha T","My Beautiful Dark Twisted Fantasy (Deluxe Edition)",USUM71027402,1
"Real (feat. Sarah Green)","Lupe Fiasco","Lupe Fiasco's Food & Liquor",HIAXIDUCYZI,1
Topanga,"Trippie Redd","A Love Letter to You 3",QMEU31819473,1
"Ain't It Funny","Danny Brown","Atrocity Exhibition",GBBPW1600102,1
"Same To You","Lydia Loveless","Same To You",USA361623901,1
Gutter,"nothing,nowhere.","Who Are You?",USA2P1632947,1
"Hey Joe","Jimi Hendrix Experience","Are You Experienced",USQX90900767,1
Insane,"Sun Glitters","The Singles",QZ4JJ1824132,1
"Rock & Roll Bandit","Squad Five-O","Bombs Over Broadway",USTN10052814,1
"Requiem in D Minor, Op. 48: VII. In Paradisum (Ed. Marc Rigaudière)","Gabriel Fauré, Choir of King's College, Cambridge, Stephen Cleobury, Orchestra of the Age of Enlightenment","Fauré: Requiem & Messe Basse",GBMY51400508,1
"For the Love of Money (Wavy)",SpaceGhostPurrp,"Nasa Gang (Remastered)",TCACA1409691,1
goosebumps,"Travis Scott","Birds in the Trap Sing McKnight",USSM11607555,1
"Dark Light","Night Lovell","Concept Vague",QM4DW1765891,1
"Make It Out","Lil Durk","Signed to the Streets 2.5",USUYG1164680,1
"The Mahdi","The Underachievers",Indigoism,USA2P1327576,1
"Crunch Time","Azizi Gibson","Ghost in the Shell",TCACT1692705,1
"Daydreamin' (feat. Jill Scott)","Lupe Fiasco","Daydreamin' (feat. Jill Scott)",USAT20616187,1
"The End of Heartache","Killswitch Engage","The End Of Heartache [Special Edition]",NLA320420753,1
HUMBLE.,"Kendrick Lamar",DAMN.,USUM71703085,1
"N***a Shit (Swoosh)","SAINt JHN","Collection One",USUYG1189068,1
"New Dawn Fades","Joy Division","Unknown Pleasures",GBAAP0600164,1
"Separate My Self","L'A Capone","Bandz Ova Night Vol.2",QMFME1487857,1
"Cyber Stockholm Syndrome","Rina Sawayama",RINA,FR10S1790903,1
Kamikaze,"Lil Mosey",Northsbest,USUM71813614,1
"Skateboard Sue","The Boppers","Number 1",SE3OW1300134,1
"BS Vibes","Quelle Chris, House Shoes, Chris Keys","Being You Is Great, I Wish I Could Be You More Often",QMBZ91621076,1
HEAL,"Strand of Oaks",HEAL,USJ5G1408602,1
"Really Doe","Danny Brown","Atrocity Exhibition",GBBPW1600100,1
"Down To Go (Live at St. Pancras Church)",Phosphorescent,"Muchacho De Lujo (Deluxe Edition)",USJ5G1338719,1
"Skateboard P (feat. Big Sean)",Madeintyo,"Skateboard P (feat. Big Sean)",QM4HH1710002,1
"Everyday Is a New Start","Sun Glitters","Diving into Reality",USA2P1546203,1
Emily,"Paul Desmond",Summertime,USAM10200038,1
Bands,Comethazine,"Bands - Single",USUYG1183254,1
"Yung Ho","Mike Dece","Rich Slut",TCACH1506892,1
Hellboy,"Trippie Redd","A Love Letter To You 2",QMEU31718222,1
Her,"Rico P","REbirth on the ROCK",USX9P0723479,1
"Polarized [ASOT 568] - Roger Shah Anthem Mix","Epos, Roger Shah","A State Of Trance Episode 568",NLF711206461,1
Wokhardt,Smokepurpp,"Wokhardt - Single",QM42K1612147,1
"Close Your Eyes (and Count to Fuck)","Run the Jewels","Run the Jewels 2",QM8RL1400016,1
Cowboy,Antwon,"Sunnyvale Gardens",TCADH1703468,1
"Glassworks (1982): Opening Piece","Philip Glass, Lavinia Meijer","Glass: Metamorphosis, The Hours",NLA460912131,1
Jerome,Atmosphere,"Mi Vida Local",USBWK1800201,1
"Bumpin Bumpin",Kreayshawn,"Bumpin Bumpin",USSM11205501,1
"N.B.T.M. (Nothing but the Money)",GrandeMarshall,"N.B.T.M. (Nothing but the Money)",UST8K1856147,1
WhatCouldPossiblyGoWrong,SurrenderDorothy,"NobodyWantsMe - EP",CA5KR1818044,1
"Future Swag","Young Thug",JEFFERY,USAT21602478,1
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster","The Smiths","Louder Than Bombs",GBCRL1100072,1
"Where No Eagles Fly","The Voidz",Tyranny,QMKBG1400033,1
"Girl from the North Country","Bob Dylan","The Freewheelin' Bob Dylan",USSM19922898,1
"Brother's Gonna Work It Out","Willie Hutch","Back To The Seventies",FR8GV1813370,1
"Here But I'm Gone","Curtis Mayfield","New World Order",USWB19600473,1
"I'd Rather Be With You","Bootsy Collins","Back in the Day: The Best of Bootsy",USWB10101263,1
"Can You Get To That",Funkadelic,"Maggot Brain",US25X0588948,1
"Little Ghetto Boy","Donny Hathaway","Come Back Charleston Blue Original Soundtrack (Remastered & Expanded)",USAT20705564,1
"Fly Me to the Moon (In Other Words)","Bobby Womack","Fly Me to the Moon",USEM39200390,1
"Everybody Loves the Sunshine","Roy Ayers Ubiquity","Everybody Loves the Sunshine",USPR37602184,1
"We Almost Lost Detroit","Gil Scott-Heron/Brian Jackson",Bridges,GBELY0800034,1
"Les Fleurs","Minnie Riperton","Les Fleurs",USCA20706796,1
"Smiling Faces Sometimes","The Undisputed Truth","The Undisputed Truth",USMO17100506,1
"I Want You","Marvin Gaye","I Want You (Deluxe Edition)",USMO17600040,1
"Stop and Look (And You Have Found Love)","The Delfonics","Adrian Younge Presents the Delfonics",QMP4K1200023,1
"One Step Ahead","Aretha Franklin","A Bit Of Soul",USSM11100907,1
"Hand Clapping Song","The Meters",Struttin',USRH10164891,1
"I Can't Stand the Rain","Ann Peebles","I Can't Stand the Rain",US2HK0913801,1
"The Bottle","Gil Scott-Heron",Johannesburg,GBSWE1555584,1
"Living For The City","Stevie Wonder","The Definitive Collection",USMO17382638,1
"Hung Up on My Baby","Isaac Hayes","Tough Guys",USC4R1604860,1
"Inside My Love","Minnie Riperton","Capitol Gold: The Best of Minnie Riperton",USCA29301584,1
"Lovin' You","Minnie Riperton","Capitol Gold: The Best of Minnie Riperton",USCA29301578,1
"Heart of Gold","Charles Bradley","No Time for Dreaming",US4GZ1002213,1
"Didn't I",Darondo,"Let My People Go",USLNH0604803,1
"Angel Dust","Gil Scott-Heron  Brian Jackson",Secrets,GBELY0800036,1
"Before the Night Is Over","Joe Simon","Sampled Soul",GBBHN0000099,1
"People Get Up and Drive Your Funky Soul [Remix]","James Brown",Motherlode,USUR10300488,1
"Footsteps in the Dark, Pts. 1 & 2","The Isley Brothers","Love Songs",USSM10016350,1
"Summer in the City","Quincy Jones","You've Got It Bad Girl",USUM70608687,1
"Make Me Believe in You","Curtis Mayfield","Sweet Exorcist",USRH10451354,1
"Meet Me in the City","Junior Kimbrough","You Better Run: The Essential Junior Kimbrough",USFP70400295,1
"Maria También",Khruangbin,"Maria También",GB5EM1701747,1
"On And On (Edit)","Curtis Harding","On And On (Edit)",USEP41726013,1
Gooey,"Glass Animals",ZABA,GBUM71400655,1
Franny,"Magic City Hippies",Franny,GBKPL1810607,1
"World On Fire","Louis The Child, Ashe","World On Fire",USUS11700077,1
"So Tied Up - Stint Remix","Cold War Kids, Bishop Briggs, Stint","SO SO SO SO Tied Up",USUG11701764,1
"Lose My Mind (feat. Mr Gabriel)","Jai Wolf, Mr Gabriel","Lose My Mind / Telepathy",USQE91500596,1
Fanfare,"Magic City Hippies","Hippie Castle EP",QM4DW1568116,1
"Summer's Gone","NoMBe, Thutmose","They Might've Even Loved Me",QM24S1703057,1
Lying,"Foreign Air","Lying - Single",TCADH1730940,1
"Right To It (feat. Ashe)","Louis The Child, Ashe","Helix (Volume 1)",USUM71710074,1
Gray,slenderbodies,"Sotto Voce",SEYOK1632441,1
Blastoffff,Joywave,"Blastoffff - Single",USHR11838859,1
"Guitar Beat",Prelow,"Guitar Beat",USAT21700287,1
"Put a Flower in Your Pocket","The Arcs","Yours, Dreamily,",USNO11500251,1
"take you home",slenderbodies,"soraya - EP",GBKPL1813955,1
"Eden (feat. Geneva White)",NoMBe,"They Might've Even Loved Me",TCADJ1724850,1
"When Am I Gonna Lose You","Local Natives","Violet Street",USC4R1902609,1
"Malt Liquor","Lewis Del Mar","Lewis Del Mar",USSM11509020,1
"Talking Straight","Rolling Blackouts Coastal Fever","Hope Downs",AULI01814950,1
"Evan Finds the Third Room",Khruangbin,"Con Todo El Mundo",GB5EM1701751,1
"Pretty Pimpin","Kurt Vile","b'lieve i'm goin down...",USMTD1506585,1
"Beat 54 (All Good Now)",Jungle,"For Ever",GBBKS1800099,1
Dopamine,"Franc Moody","Dance Moves",GBKPL1777511,1
"Keep on Calling","Nilüfer Yanya","Keep on Calling - Single",GBPVV1601514,1
"I Feel a Change","Charles Bradley / Menahan Street Band","Black Velvet",US4GZ1805403,1
"So Good At Being In Trouble","Unknown Mortal Orchestra",II,US38Y1323203,1
Seventeen,"Sharon Van Etten","Remind Me Tomorrow",US38Y1833106,1
"Blue Rose","Amen Dunes",Freedom,US5NR1819502,1
Sisyphus,"Andrew Bird","My Finest Work Yet",USC4R1802568,1
Money,"Michael Kiwanuka",Money,GBUM71902701,1
"The Big Unknown","Elder Island","Elder Island",UK7DW1400005,1
"Baby Luv","Nilüfer Yanya","Baby Luv",UKGUH1700501,1
"YOU'RE THE ONE (feat. Syd)",KAYTRANADA,99.9%,GBBKS1600023,1
"flames (feat. KEY!)","gabriel black, KEY!","flames (feat. KEY!)",USRC11902190,1
"So What? (Episode 01)","Vince Staples","So What? (Episode 01) - Single",USUM71911117,1
"Orange Dreamer","Ay Wing, Chuuwee Shuko","Orange Dreamer - Single",DEQ021906015,1
"#PROUDCATOWNERREMIX (feat. Rico Nasty)",XXXTENTACION,"#PROUDCATOWNERREMIX (feat. Rico Nasty) - Single",USUG11900681,1
"Man's First Inhibition (feat. Kidd Keem)","NGHTMRE, ZHU, Kidd Keem","Man's First Inhibition (feat. Kidd Keem)",USUS11900438,1
PocketRocket,"Fat Nick",PocketRocket,UKELY1900044,1
"Monica Lewinsky (feat. A Boogie wit da Hoodie)","SAINt JHN","Ghetto Lenny's Love Songs",USUYG1268282,1
"Flow (feat. Madeline Kenney)","Toro y Moi, Madeline Kenney",smartbeats,US22N1946501,1
"Need This","Zac Brown Band","The Owl",QMRSZ1901300,1
"THRU THE NIGHT (feat. Bryson Tiller)","Jack Harlow","THRU THE NIGHT (feat. Bryson Tiller)",USAT21904679,1
"Ethan Hawke","Rome Fortune","Ethan Hawke",USLD91720177,1
Ride,"A$AP Ferg Ty Dolla $ign","Floor Seats",USRC11902118,1
STP,"Cousin Stizz","Trying To Find My Next Thrill",USRC11902022,1
"As Sure as the Sun Will Rise","Killswitch Engage",Atonement,USMBR1913746,1
"Einaudi: Gravity","Ludovico Einaudi, Federico Mecozzi, Redi Hasa","Seven Days Walking (Day 6)",ITB281800060,1
"Prince Akeem","Mike Posner, Wiz Khalifa","Prince Akeem",USUM71914542,1
"Loco Contigo","DJ Snake, J Balvin, Tyga","Carte Blanche (Deluxe)",USUG11902733,1
"E. Coli (feat. Earl Sweatshirt)","The Alchemist","Bread - EP",USUYG1228093,1
"You & Me Both",Valee,"You & Me Both",USUM71905851,1
"Codeine Tears in Her Fanta",Sickboyrari,"Soulja Luv Rari World",QMPKX1691507,1
"Summertime Horrors (feat. Lucki)","Da$H, LUCKI","Summertime Horrors (feat. Lucki)",TCADU1852967,1
Gloria,"Tierra Whack","Gloria - Single",USUM71902980,1
FUN!,"Vince Staples",FM!,USUM71818768,1
"Sunflower Seeds","Young Nudy",Sli'merre,USRC11901094,1
"Miami Too Much",KEY!,"Miami Too Much",USLD91718884,1
"Be Nice 2 Me",Bladee,Icedancer,QZ4JJ1846464,1
"Only Child","Tierra Whack","Only Child - Single",USUM71902128,1
"Same Shit",Slimesito,"Same Shit",CA5KR1820192,1
Backend,"Don Toliver","Donny Womack",USAT21802566,1
Amphetamine,Smino,blkswn,USUG11700177,1
"Jet Lag","A$AP Ferg","Floor Seats",USRC11902222,1
Gosha,$NOT,"Gosha - Single",QM42K1852966,1
"MIDDLE CHILD","PnB Rock XXXTENTACION","TrapStar Turnt PopStar",USAT21901942,1
"Baby Birkin",Gunna,"Drip or Drown 2",QMCE31902023,1
"Go Up (feat. Roddy Ricch)","Rich The Kid","Go Up (feat. Roddy Ricch) - Single",USUM71911106,1
"Shenanigans (feat. Yung Bans)",Jasiah,"Jasiah I Am",USAT21904069,1
"Hello (feat. Lil Pump)","Ugly God","Hello (feat. Lil Pump)",USAS11900004,1
"New Choppa","Playboi Carti","Playboi Carti",USUM71702734,1
"Thug Tears",JPEGMAFIA,Veteran,QM24S1800044,1
"Broke As F**k","YBN Cordae","The Lost Boy",USAT21903973,1
"Genesis & Omega","The Alchemist","Rapper's Best Friend 4: An Instrumental Series",USUYG1131244,1
"Hold You Down (feat. Prodigy, Nina Sky & Illa Ghee)","The Alchemist","1st Infantry",USKO10410267,1
"Lost and Found","Domo Genesis",Genesis,USQX91600323,1
Questions,"Domo Genesis",Genesis,USQX91600315,1
"Go (Gas)","Domo Genesis",Genesis,USQX91600317,1
Wanderer,"Domo Genesis",Genesis,USQX91600314,1
Dapper,"Domo Genesis",Genesis,USQX91600320,1
WOTR,"Ronny J",WOTR,USAT21810753,1
Talk,"Kid Trunks","The Kid Before Trunks",USUYG1165231,1
"3am In Miami","Kid Trunks, Larry League","The Kid Before Trunks",USUYG1165233,1
Plottin,"Kid Trunks, Flyboy Tarantino Robb Bank$","XXXTENTACION Presents: Members Only, Vol. 4",USUYG1237285,1
"Gassed Up!",XXXTENTACION,"XXXTENTACION Presents: Members Only, Vol. 4",USUYG1237275,1
